id,age,sex,question,conf,greatly
1199,37,Female,coneduc,Only some,0
1199,37,Female,conmedic,A great deal,1
1199,37,Female,consci,A great deal,1
1201,22,Male,coneduc,Only some,0
1201,22,Male,conmedic,A great deal,1
1201,22,Male,consci,A great deal,1
1202,43,Female,coneduc,A great deal,1
1202,43,Female,conmedic,A great deal,1
1202,43,Female,consci,Only some,0
1203,73,Female,coneduc,A great deal,1
1203,73,Female,conmedic,Only some,0
1203,73,Female,consci,A great deal,1
1206,32,Female,coneduc,Only some,0
1206,32,Female,conmedic,Only some,0
1206,32,Female,consci,Only some,0
1207,31,Female,coneduc,A great deal,1
1207,31,Female,conmedic,A great deal,1
1207,31,Female,consci,A great deal,1
1208,33,Male,coneduc,Only some,0
1208,33,Male,conmedic,Only some,0
1208,33,Male,consci,A great deal,1
1210,77,Male,coneduc,Only some,0
1210,77,Male,conmedic,Only some,0
1210,77,Male,consci,A great deal,1
1212,37,Male,coneduc,Only some,0
1212,37,Male,conmedic,A great deal,1
1212,37,Male,consci,A great deal,1
1214,38,Female,coneduc,Only some,0
1214,38,Female,conmedic,Only some,0
1214,38,Female,consci,A great deal,1
1215,55,Male,coneduc,Hardly any,0
1215,55,Male,conmedic,Hardly any,0
1215,55,Male,consci,Only some,0
1218,25,Female,coneduc,Only some,0
1218,25,Female,conmedic,Only some,0
1218,25,Female,consci,Only some,0
1219,28,Male,coneduc,A great deal,1
1219,28,Male,conmedic,A great deal,1
1219,28,Male,consci,A great deal,1
1222,22,Male,coneduc,Only some,0
1222,22,Male,conmedic,Only some,0
1222,22,Male,consci,Only some,0
1223,57,Male,coneduc,Only some,0
1223,57,Male,conmedic,Only some,0
1223,57,Male,consci,Only some,0
1224,84,Female,coneduc,Hardly any,0
1224,84,Female,conmedic,Only some,0
1224,84,Female,consci,Only some,0
1225,63,Female,coneduc,Only some,0
1225,63,Female,conmedic,Only some,0
1225,63,Female,consci,Only some,0
1226,58,Female,coneduc,Only some,0
1226,58,Female,conmedic,Only some,0
1226,58,Female,consci,Only some,0
1227,43,Female,coneduc,Only some,0
1227,43,Female,conmedic,Only some,0
1227,43,Female,consci,A great deal,1
1229,39,Male,coneduc,Only some,0
1229,39,Male,conmedic,Hardly any,0
1229,39,Male,consci,Hardly any,0
1230,31,Female,coneduc,Only some,0
1230,31,Female,conmedic,A great deal,1
1230,31,Female,consci,A great deal,1
1233,27,Male,coneduc,Only some,0
1233,27,Male,conmedic,A great deal,1
1233,27,Male,consci,Only some,0
1235,24,Female,coneduc,Only some,0
1235,24,Female,conmedic,Only some,0
1235,24,Female,consci,A great deal,1
1236,48,Male,coneduc,Hardly any,0
1236,48,Male,conmedic,A great deal,1
1236,48,Male,consci,A great deal,1
1238,30,Male,coneduc,A great deal,1
1238,30,Male,conmedic,Hardly any,0
1238,30,Male,consci,A great deal,1
1239,36,Male,coneduc,Hardly any,0
1239,36,Male,conmedic,Only some,0
1239,36,Male,consci,Only some,0
1240,52,Male,coneduc,Hardly any,0
1240,52,Male,conmedic,A great deal,1
1240,52,Male,consci,Only some,0
1241,36,Male,coneduc,Only some,0
1241,36,Male,conmedic,A great deal,1
1241,36,Male,consci,A great deal,1
1243,27,Female,coneduc,Only some,0
1243,27,Female,conmedic,Hardly any,0
1243,27,Female,consci,Only some,0
1244,24,Female,coneduc,Only some,0
1244,24,Female,conmedic,Only some,0
1244,24,Female,consci,Only some,0
1246,89,Male,coneduc,Only some,0
1246,89,Male,conmedic,Only some,0
1246,89,Male,consci,A great deal,1
1247,22,Male,coneduc,Hardly any,0
1247,22,Male,conmedic,Only some,0
1247,22,Male,consci,A great deal,1
1248,48,Male,coneduc,Only some,0
1248,48,Male,conmedic,A great deal,1
1248,48,Male,consci,A great deal,1
1249,33,Female,coneduc,A great deal,1
1249,33,Female,conmedic,A great deal,1
1249,33,Female,consci,A great deal,1
1250,59,Female,coneduc,Only some,0
1250,59,Female,conmedic,A great deal,1
1250,59,Female,consci,Only some,0
1252,32,Female,coneduc,A great deal,1
1252,32,Female,conmedic,Hardly any,0
1252,32,Female,consci,Only some,0
1255,59,Female,coneduc,Only some,0
1255,59,Female,conmedic,Hardly any,0
1255,59,Female,consci,Only some,0
1256,47,Male,coneduc,A great deal,1
1256,47,Male,conmedic,A great deal,1
1256,47,Male,consci,Only some,0
1259,22,Male,coneduc,Only some,0
1259,22,Male,conmedic,A great deal,1
1259,22,Male,consci,Only some,0
1260,37,Female,coneduc,Hardly any,0
1260,37,Female,conmedic,Only some,0
1260,37,Female,consci,A great deal,1
1263,32,Female,coneduc,Only some,0
1263,32,Female,conmedic,Only some,0
1263,32,Female,consci,Only some,0
1264,69,Male,coneduc,A great deal,1
1264,69,Male,conmedic,A great deal,1
1264,69,Male,consci,A great deal,1
1265,32,Female,coneduc,A great deal,1
1265,32,Female,conmedic,A great deal,1
1265,32,Female,consci,A great deal,1
1266,32,Male,coneduc,Only some,0
1266,32,Male,conmedic,Only some,0
1266,32,Male,consci,Only some,0
1268,70,Male,coneduc,A great deal,1
1268,70,Male,conmedic,A great deal,1
1268,70,Male,consci,Only some,0
1270,35,Female,coneduc,Only some,0
1270,35,Female,conmedic,Only some,0
1270,35,Female,consci,Only some,0
1272,57,Male,coneduc,Only some,0
1272,57,Male,conmedic,Only some,0
1272,57,Male,consci,Only some,0
1273,26,Male,coneduc,A great deal,1
1273,26,Male,conmedic,Only some,0
1273,26,Male,consci,A great deal,1
1274,56,Male,coneduc,Only some,0
1274,56,Male,conmedic,Hardly any,0
1274,56,Male,consci,Only some,0
1276,56,Female,coneduc,Only some,0
1276,56,Female,conmedic,A great deal,1
1276,56,Female,consci,Only some,0
1278,30,Female,coneduc,Only some,0
1278,30,Female,conmedic,A great deal,1
1278,30,Female,consci,A great deal,1
1279,26,Female,coneduc,A great deal,1
1279,26,Female,conmedic,Only some,0
1279,26,Female,consci,A great deal,1
1281,36,Female,coneduc,A great deal,1
1281,36,Female,conmedic,A great deal,1
1281,36,Female,consci,A great deal,1
1282,69,Male,coneduc,Hardly any,0
1282,69,Male,conmedic,Only some,0
1282,69,Male,consci,Hardly any,0
1284,53,Male,coneduc,Only some,0
1284,53,Male,conmedic,A great deal,1
1284,53,Male,consci,A great deal,1
1285,55,Male,coneduc,Hardly any,0
1285,55,Male,conmedic,Only some,0
1285,55,Male,consci,Only some,0
1286,50,Female,coneduc,Only some,0
1286,50,Female,conmedic,Only some,0
1286,50,Female,consci,Only some,0
1287,31,Male,coneduc,Only some,0
1287,31,Male,conmedic,A great deal,1
1287,31,Male,consci,A great deal,1
1288,70,Female,coneduc,Only some,0
1288,70,Female,conmedic,Only some,0
1288,70,Female,consci,Only some,0
1289,68,Female,coneduc,Only some,0
1289,68,Female,conmedic,Only some,0
1289,68,Female,consci,A great deal,1
1290,73,Male,coneduc,Hardly any,0
1290,73,Male,conmedic,Only some,0
1290,73,Male,consci,Hardly any,0
1291,60,Female,coneduc,A great deal,1
1291,60,Female,conmedic,Only some,0
1291,60,Female,consci,A great deal,1
1292,30,Male,coneduc,Only some,0
1292,30,Male,conmedic,Hardly any,0
1292,30,Male,consci,Hardly any,0
1293,60,Female,coneduc,Only some,0
1293,60,Female,conmedic,Only some,0
1293,60,Female,consci,Only some,0
1294,61,Male,coneduc,Only some,0
1294,61,Male,conmedic,A great deal,1
1294,61,Male,consci,A great deal,1
1295,69,Female,coneduc,Only some,0
1295,69,Female,conmedic,Only some,0
1295,69,Female,consci,Hardly any,0
1297,64,Male,coneduc,A great deal,1
1297,64,Male,conmedic,Only some,0
1297,64,Male,consci,A great deal,1
1298,63,Female,coneduc,Only some,0
1298,63,Female,conmedic,A great deal,1
1298,63,Female,consci,A great deal,1
1299,22,Male,coneduc,Only some,0
1299,22,Male,conmedic,Only some,0
1299,22,Male,consci,A great deal,1
1300,33,Female,coneduc,A great deal,1
1300,33,Female,conmedic,A great deal,1
1300,33,Female,consci,A great deal,1
1301,56,Male,coneduc,A great deal,1
1301,56,Male,conmedic,A great deal,1
1301,56,Male,consci,A great deal,1
1303,89,Female,coneduc,A great deal,1
1303,89,Female,conmedic,Only some,0
1303,89,Female,consci,Only some,0
1304,61,Female,coneduc,Only some,0
1304,61,Female,conmedic,A great deal,1
1304,61,Female,consci,A great deal,1
1305,55,Male,coneduc,Only some,0
1305,55,Male,conmedic,Only some,0
1305,55,Male,consci,A great deal,1
1307,61,Female,coneduc,Only some,0
1307,61,Female,conmedic,Only some,0
1307,61,Female,consci,A great deal,1
1308,69,Male,coneduc,Only some,0
1308,69,Male,conmedic,A great deal,1
1308,69,Male,consci,A great deal,1
1309,30,Male,coneduc,Hardly any,0
1309,30,Male,conmedic,Only some,0
1309,30,Male,consci,A great deal,1
1310,70,Male,coneduc,Hardly any,0
1310,70,Male,conmedic,Only some,0
1310,70,Male,consci,Only some,0
1313,62,Male,coneduc,Only some,0
1313,62,Male,conmedic,A great deal,1
1313,62,Male,consci,Only some,0
1315,51,Female,coneduc,Only some,0
1315,51,Female,conmedic,A great deal,1
1315,51,Female,consci,Only some,0
1317,63,Male,coneduc,Only some,0
1317,63,Male,conmedic,Only some,0
1317,63,Male,consci,A great deal,1
1318,23,Male,coneduc,Only some,0
1318,23,Male,conmedic,A great deal,1
1318,23,Male,consci,A great deal,1
1319,89,Female,coneduc,Only some,0
1319,89,Female,conmedic,Only some,0
1319,89,Female,consci,Only some,0
1321,75,Female,coneduc,A great deal,1
1321,75,Female,conmedic,Only some,0
1321,75,Female,consci,Only some,0
1322,24,Male,coneduc,Only some,0
1322,24,Male,conmedic,Hardly any,0
1322,24,Male,consci,Only some,0
1324,29,Female,coneduc,A great deal,1
1324,29,Female,conmedic,A great deal,1
1324,29,Female,consci,Hardly any,0
1325,26,Female,coneduc,Only some,0
1325,26,Female,conmedic,A great deal,1
1325,26,Female,consci,Only some,0
1328,36,Female,coneduc,A great deal,1
1328,36,Female,conmedic,A great deal,1
1328,36,Female,consci,Only some,0
1330,32,Male,coneduc,Only some,0
1330,32,Male,conmedic,Only some,0
1330,32,Male,consci,A great deal,1
1332,39,Female,coneduc,A great deal,1
1332,39,Female,conmedic,Only some,0
1332,39,Female,consci,A great deal,1
1334,31,Male,coneduc,Only some,0
1334,31,Male,conmedic,Only some,0
1334,31,Male,consci,A great deal,1
1335,69,Male,coneduc,Only some,0
1335,69,Male,conmedic,A great deal,1
1335,69,Male,consci,A great deal,1
1337,80,Male,coneduc,Hardly any,0
1337,80,Male,conmedic,Only some,0
1337,80,Male,consci,A great deal,1
1339,42,Male,coneduc,Only some,0
1339,42,Male,conmedic,Only some,0
1339,42,Male,consci,Only some,0
1341,71,Male,coneduc,Hardly any,0
1341,71,Male,conmedic,Only some,0
1341,71,Male,consci,A great deal,1
1342,64,Male,coneduc,Only some,0
1342,64,Male,conmedic,A great deal,1
1342,64,Male,consci,Only some,0
1344,24,Female,coneduc,Only some,0
1344,24,Female,conmedic,A great deal,1
1344,24,Female,consci,A great deal,1
1346,23,Male,coneduc,A great deal,1
1346,23,Male,conmedic,A great deal,1
1346,23,Male,consci,Only some,0
1348,57,Male,coneduc,Only some,0
1348,57,Male,conmedic,Hardly any,0
1348,57,Male,consci,Only some,0
1349,50,Female,coneduc,Hardly any,0
1349,50,Female,conmedic,A great deal,1
1349,50,Female,consci,A great deal,1
1350,34,Female,coneduc,Only some,0
1350,34,Female,conmedic,Only some,0
1350,34,Female,consci,A great deal,1
1351,20,Male,coneduc,Only some,0
1351,20,Male,conmedic,A great deal,1
1351,20,Male,consci,A great deal,1
1353,30,Female,coneduc,Hardly any,0
1353,30,Female,conmedic,A great deal,1
1353,30,Female,consci,A great deal,1
1357,21,Male,coneduc,Only some,0
1357,21,Male,conmedic,Only some,0
1357,21,Male,consci,A great deal,1
1358,24,Male,coneduc,Only some,0
1358,24,Male,conmedic,A great deal,1
1358,24,Male,consci,A great deal,1
1360,25,Female,coneduc,Hardly any,0
1360,25,Female,conmedic,A great deal,1
1360,25,Female,consci,Only some,0
1362,22,Male,coneduc,Only some,0
1362,22,Male,conmedic,A great deal,1
1362,22,Male,consci,A great deal,1
1364,70,Male,coneduc,Only some,0
1364,70,Male,conmedic,Only some,0
1364,70,Male,consci,Only some,0
1365,33,Female,coneduc,Only some,0
1365,33,Female,conmedic,Hardly any,0
1365,33,Female,consci,Only some,0
1367,56,Male,coneduc,Hardly any,0
1367,56,Male,conmedic,Only some,0
1367,56,Male,consci,Only some,0
1368,68,Male,coneduc,Only some,0
1368,68,Male,conmedic,Only some,0
1368,68,Male,consci,A great deal,1
1370,54,Female,coneduc,Hardly any,0
1370,54,Female,conmedic,A great deal,1
1370,54,Female,consci,Hardly any,0
1371,60,Male,coneduc,Hardly any,0
1371,60,Male,conmedic,Only some,0
1371,60,Male,consci,Only some,0
1373,36,Male,coneduc,Hardly any,0
1373,36,Male,conmedic,Hardly any,0
1373,36,Male,consci,Hardly any,0
1375,41,Female,coneduc,Only some,0
1375,41,Female,conmedic,Only some,0
1375,41,Female,consci,A great deal,1
1376,29,Female,coneduc,Only some,0
1376,29,Female,conmedic,Hardly any,0
1376,29,Female,consci,A great deal,1
1377,38,Female,coneduc,Only some,0
1377,38,Female,conmedic,A great deal,1
1377,38,Female,consci,A great deal,1
1379,69,Female,coneduc,Only some,0
1379,69,Female,conmedic,A great deal,1
1379,69,Female,consci,Only some,0
1381,33,Male,coneduc,A great deal,1
1381,33,Male,conmedic,A great deal,1
1381,33,Male,consci,A great deal,1
1383,42,Male,coneduc,Only some,0
1383,42,Male,conmedic,Only some,0
1383,42,Male,consci,Only some,0
1384,57,Male,coneduc,A great deal,1
1384,57,Male,conmedic,A great deal,1
1384,57,Male,consci,A great deal,1
1385,41,Female,coneduc,Only some,0
1385,41,Female,conmedic,A great deal,1
1385,41,Female,consci,A great deal,1
1386,70,Female,coneduc,A great deal,1
1386,70,Female,conmedic,A great deal,1
1386,70,Female,consci,Only some,0
1388,68,Female,coneduc,Only some,0
1388,68,Female,conmedic,Only some,0
1388,68,Female,consci,Only some,0
1390,57,Male,coneduc,Only some,0
1390,57,Male,conmedic,Only some,0
1390,57,Male,consci,A great deal,1
1391,38,Male,coneduc,A great deal,1
1391,38,Male,conmedic,Only some,0
1391,38,Male,consci,A great deal,1
1393,68,Male,coneduc,A great deal,1
1393,68,Male,conmedic,A great deal,1
1393,68,Male,consci,Only some,0
1394,75,Female,coneduc,Only some,0
1394,75,Female,conmedic,Hardly any,0
1394,75,Female,consci,Only some,0
1396,71,Male,coneduc,Only some,0
1396,71,Male,conmedic,Only some,0
1396,71,Male,consci,Only some,0
1397,44,Male,coneduc,A great deal,1
1397,44,Male,conmedic,Hardly any,0
1397,44,Male,consci,Only some,0
1400,40,Male,coneduc,Only some,0
1400,40,Male,conmedic,Only some,0
1400,40,Male,consci,A great deal,1
1402,70,Male,coneduc,A great deal,1
1402,70,Male,conmedic,Only some,0
1402,70,Male,consci,Only some,0
1404,37,Female,coneduc,A great deal,1
1404,37,Female,conmedic,Only some,0
1404,37,Female,consci,Only some,0
1405,64,Male,coneduc,A great deal,1
1405,64,Male,conmedic,Only some,0
1405,64,Male,consci,Only some,0
1407,71,Female,coneduc,A great deal,1
1407,71,Female,conmedic,Hardly any,0
1407,71,Female,consci,Only some,0
1408,22,Male,coneduc,Only some,0
1408,22,Male,conmedic,Only some,0
1408,22,Male,consci,Only some,0
1411,84,Female,coneduc,A great deal,1
1411,84,Female,conmedic,Only some,0
1411,84,Female,consci,Only some,0
1413,28,Male,coneduc,Only some,0
1413,28,Male,conmedic,Only some,0
1413,28,Male,consci,A great deal,1
1415,31,Female,coneduc,A great deal,1
1415,31,Female,conmedic,Only some,0
1415,31,Female,consci,Only some,0
1417,49,Male,coneduc,Only some,0
1417,49,Male,conmedic,Only some,0
1417,49,Male,consci,Only some,0
1419,43,Female,coneduc,Only some,0
1419,43,Female,conmedic,Only some,0
1419,43,Female,consci,Only some,0
1420,45,Female,coneduc,Only some,0
1420,45,Female,conmedic,Hardly any,0
1420,45,Female,consci,Only some,0
1422,32,Female,coneduc,Only some,0
1422,32,Female,conmedic,Only some,0
1422,32,Female,consci,Only some,0
1423,23,Female,coneduc,Only some,0
1423,23,Female,conmedic,Hardly any,0
1423,23,Female,consci,Only some,0
1425,58,Female,coneduc,A great deal,1
1425,58,Female,conmedic,Only some,0
1425,58,Female,consci,A great deal,1
1426,21,Female,coneduc,Hardly any,0
1426,21,Female,conmedic,A great deal,1
1426,21,Female,consci,A great deal,1
1427,77,Female,coneduc,A great deal,1
1427,77,Female,conmedic,Only some,0
1427,77,Female,consci,A great deal,1
1429,52,Female,coneduc,Hardly any,0
1429,52,Female,conmedic,Only some,0
1429,52,Female,consci,Only some,0
1431,72,Female,coneduc,A great deal,1
1431,72,Female,conmedic,A great deal,1
1431,72,Female,consci,A great deal,1
1433,58,Male,coneduc,Only some,0
1433,58,Male,conmedic,Only some,0
1433,58,Male,consci,A great deal,1
1435,50,Female,coneduc,Hardly any,0
1435,50,Female,conmedic,Hardly any,0
1435,50,Female,consci,A great deal,1
1437,22,Male,coneduc,Hardly any,0
1437,22,Male,conmedic,Hardly any,0
1437,22,Male,consci,Only some,0
1438,29,Female,coneduc,A great deal,1
1438,29,Female,conmedic,Only some,0
1438,29,Female,consci,A great deal,1
1440,24,Female,coneduc,Only some,0
1440,24,Female,conmedic,A great deal,1
1440,24,Female,consci,A great deal,1
1442,38,Male,coneduc,Only some,0
1442,38,Male,conmedic,Only some,0
1442,38,Male,consci,Only some,0
1443,31,Male,coneduc,Only some,0
1443,31,Male,conmedic,A great deal,1
1443,31,Male,consci,A great deal,1
1445,30,Female,coneduc,Hardly any,0
1445,30,Female,conmedic,A great deal,1
1445,30,Female,consci,A great deal,1
1446,46,Male,coneduc,Only some,0
1446,46,Male,conmedic,Only some,0
1446,46,Male,consci,Only some,0
1447,49,Male,coneduc,Only some,0
1447,49,Male,conmedic,Only some,0
1447,49,Male,consci,A great deal,1
1450,67,Male,coneduc,A great deal,1
1450,67,Male,conmedic,A great deal,1
1450,67,Male,consci,Only some,0
1451,34,Female,coneduc,Only some,0
1451,34,Female,conmedic,Only some,0
1451,34,Female,consci,Only some,0
1452,82,Male,coneduc,Only some,0
1452,82,Male,conmedic,Only some,0
1452,82,Male,consci,Only some,0
1453,44,Male,coneduc,A great deal,1
1453,44,Male,conmedic,Only some,0
1453,44,Male,consci,Only some,0
1454,48,Female,coneduc,Only some,0
1454,48,Female,conmedic,A great deal,1
1454,48,Female,consci,A great deal,1
1455,24,Female,coneduc,Only some,0
1455,24,Female,conmedic,Only some,0
1455,24,Female,consci,Only some,0
1456,56,Male,coneduc,Only some,0
1456,56,Male,conmedic,A great deal,1
1456,56,Male,consci,A great deal,1
1458,48,Female,coneduc,Hardly any,0
1458,48,Female,conmedic,Only some,0
1458,48,Female,consci,Only some,0
1461,25,Male,coneduc,Only some,0
1461,25,Male,conmedic,Hardly any,0
1461,25,Male,consci,A great deal,1
1462,55,Female,coneduc,A great deal,1
1462,55,Female,conmedic,A great deal,1
1462,55,Female,consci,Hardly any,0
1463,71,Female,coneduc,Hardly any,0
1463,71,Female,conmedic,Only some,0
1463,71,Female,consci,A great deal,1
1464,26,Male,coneduc,Only some,0
1464,26,Male,conmedic,Only some,0
1464,26,Male,consci,A great deal,1
1465,59,Female,coneduc,Only some,0
1465,59,Female,conmedic,A great deal,1
1465,59,Female,consci,Only some,0
1466,56,Female,coneduc,Only some,0
1466,56,Female,conmedic,Only some,0
1466,56,Female,consci,A great deal,1
1467,58,Female,coneduc,Only some,0
1467,58,Female,conmedic,Only some,0
1467,58,Female,consci,Only some,0
1469,69,Female,coneduc,Only some,0
1469,69,Female,conmedic,Only some,0
1469,69,Female,consci,A great deal,1
1470,30,Female,coneduc,A great deal,1
1470,30,Female,conmedic,Only some,0
1470,30,Female,consci,A great deal,1
1471,71,Female,coneduc,Hardly any,0
1471,71,Female,conmedic,A great deal,1
1471,71,Female,consci,A great deal,1
1475,37,Female,coneduc,Hardly any,0
1475,37,Female,conmedic,Only some,0
1475,37,Female,consci,Only some,0
1476,29,Female,coneduc,Only some,0
1476,29,Female,conmedic,Hardly any,0
1476,29,Female,consci,Only some,0
1479,33,Male,coneduc,Only some,0
1479,33,Male,conmedic,Only some,0
1479,33,Male,consci,A great deal,1
1480,79,Female,coneduc,A great deal,1
1480,79,Female,conmedic,Only some,0
1480,79,Female,consci,Only some,0
1481,22,Male,coneduc,A great deal,1
1481,22,Male,conmedic,Only some,0
1481,22,Male,consci,A great deal,1
1483,31,Female,coneduc,Only some,0
1483,31,Female,conmedic,Only some,0
1483,31,Female,consci,A great deal,1
1485,56,Female,coneduc,Only some,0
1485,56,Female,conmedic,A great deal,1
1485,56,Female,consci,A great deal,1
1486,54,Male,coneduc,Only some,0
1486,54,Male,conmedic,A great deal,1
1486,54,Male,consci,A great deal,1
1489,60,Male,coneduc,Only some,0
1489,60,Male,conmedic,A great deal,1
1489,60,Male,consci,A great deal,1
1490,34,Male,coneduc,Only some,0
1490,34,Male,conmedic,Only some,0
1490,34,Male,consci,Only some,0
1492,58,Female,coneduc,Hardly any,0
1492,58,Female,conmedic,Only some,0
1492,58,Female,consci,Only some,0
1494,39,Female,coneduc,A great deal,1
1494,39,Female,conmedic,A great deal,1
1494,39,Female,consci,A great deal,1
1495,75,Female,coneduc,Only some,0
1495,75,Female,conmedic,Only some,0
1495,75,Female,consci,Only some,0
1497,56,Male,coneduc,A great deal,1
1497,56,Male,conmedic,A great deal,1
1497,56,Male,consci,Only some,0
1499,57,Female,coneduc,Only some,0
1499,57,Female,conmedic,Only some,0
1499,57,Female,consci,Only some,0
1500,63,Male,coneduc,Only some,0
1500,63,Male,conmedic,Only some,0
1500,63,Male,consci,Only some,0
1505,38,Male,coneduc,A great deal,1
1505,38,Male,conmedic,A great deal,1
1505,38,Male,consci,A great deal,1
1506,34,Female,coneduc,Hardly any,0
1506,34,Female,conmedic,Hardly any,0
1506,34,Female,consci,Only some,0
1507,27,Female,coneduc,Only some,0
1507,27,Female,conmedic,Hardly any,0
1507,27,Female,consci,Hardly any,0
1509,45,Female,coneduc,Hardly any,0
1509,45,Female,conmedic,Only some,0
1509,45,Female,consci,Only some,0
1511,25,Female,coneduc,Only some,0
1511,25,Female,conmedic,Hardly any,0
1511,25,Female,consci,Only some,0
1512,23,Female,coneduc,Hardly any,0
1512,23,Female,conmedic,Hardly any,0
1512,23,Female,consci,Only some,0
1513,57,Male,coneduc,Only some,0
1513,57,Male,conmedic,Only some,0
1513,57,Male,consci,Only some,0
1516,70,Male,coneduc,Only some,0
1516,70,Male,conmedic,A great deal,1
1516,70,Male,consci,Only some,0
1518,68,Female,coneduc,Only some,0
1518,68,Female,conmedic,Hardly any,0
1518,68,Female,consci,Only some,0
1519,25,Female,coneduc,Only some,0
1519,25,Female,conmedic,Only some,0
1519,25,Female,consci,Only some,0
1521,54,Female,coneduc,Hardly any,0
1521,54,Female,conmedic,Only some,0
1521,54,Female,consci,A great deal,1
1522,30,Female,coneduc,A great deal,1
1522,30,Female,conmedic,A great deal,1
1522,30,Female,consci,A great deal,1
1524,58,Male,coneduc,A great deal,1
1524,58,Male,conmedic,Only some,0
1524,58,Male,consci,A great deal,1
1527,69,Female,coneduc,Only some,0
1527,69,Female,conmedic,Only some,0
1527,69,Female,consci,A great deal,1
1528,46,Male,coneduc,Hardly any,0
1528,46,Male,conmedic,Only some,0
1528,46,Male,consci,Only some,0
1532,44,Female,coneduc,Hardly any,0
1532,44,Female,conmedic,Only some,0
1532,44,Female,consci,A great deal,1
1534,33,Male,coneduc,Only some,0
1534,33,Male,conmedic,Only some,0
1534,33,Male,consci,A great deal,1
1537,59,Male,coneduc,A great deal,1
1537,59,Male,conmedic,Only some,0
1537,59,Male,consci,Hardly any,0
1538,32,Female,coneduc,Only some,0
1538,32,Female,conmedic,A great deal,1
1538,32,Female,consci,Hardly any,0
1540,39,Female,coneduc,A great deal,1
1540,39,Female,conmedic,A great deal,1
1540,39,Female,consci,Hardly any,0
1541,43,Female,coneduc,Only some,0
1541,43,Female,conmedic,A great deal,1
1541,43,Female,consci,A great deal,1
1543,64,Male,coneduc,Only some,0
1543,64,Male,conmedic,Only some,0
1543,64,Male,consci,A great deal,1
1544,62,Female,coneduc,Only some,0
1544,62,Female,conmedic,Only some,0
1544,62,Female,consci,A great deal,1
1545,72,Male,coneduc,Hardly any,0
1545,72,Male,conmedic,Only some,0
1545,72,Male,consci,Only some,0
1547,22,Female,coneduc,A great deal,1
1547,22,Female,conmedic,Only some,0
1547,22,Female,consci,A great deal,1
1548,60,Male,coneduc,A great deal,1
1548,60,Male,conmedic,Only some,0
1548,60,Male,consci,Only some,0
1549,42,Male,coneduc,Hardly any,0
1549,42,Male,conmedic,Only some,0
1549,42,Male,consci,Hardly any,0
1551,39,Female,coneduc,Only some,0
1551,39,Female,conmedic,Only some,0
1551,39,Female,consci,Only some,0
1553,38,Female,coneduc,Only some,0
1553,38,Female,conmedic,Only some,0
1553,38,Female,consci,Only some,0
1554,39,Female,coneduc,Hardly any,0
1554,39,Female,conmedic,Only some,0
1554,39,Female,consci,Hardly any,0
1555,32,Female,coneduc,Only some,0
1555,32,Female,conmedic,A great deal,1
1555,32,Female,consci,Only some,0
1556,85,Male,coneduc,A great deal,1
1556,85,Male,conmedic,Only some,0
1556,85,Male,consci,A great deal,1
1557,88,Male,coneduc,A great deal,1
1557,88,Male,conmedic,A great deal,1
1557,88,Male,consci,A great deal,1
1558,44,Female,coneduc,Only some,0
1558,44,Female,conmedic,A great deal,1
1558,44,Female,consci,Only some,0
1559,18,Male,coneduc,A great deal,1
1559,18,Male,conmedic,A great deal,1
1559,18,Male,consci,Only some,0
1560,32,Female,coneduc,A great deal,1
1560,32,Female,conmedic,A great deal,1
1560,32,Female,consci,Only some,0
1563,72,Female,coneduc,Only some,0
1563,72,Female,conmedic,Only some,0
1563,72,Female,consci,A great deal,1
1564,61,Female,coneduc,A great deal,1
1564,61,Female,conmedic,A great deal,1
1564,61,Female,consci,A great deal,1
1567,51,Male,coneduc,Hardly any,0
1567,51,Male,conmedic,Only some,0
1567,51,Male,consci,A great deal,1
1568,38,Male,coneduc,Only some,0
1568,38,Male,conmedic,Only some,0
1568,38,Male,consci,Only some,0
1569,44,Female,coneduc,Hardly any,0
1569,44,Female,conmedic,Hardly any,0
1569,44,Female,consci,Only some,0
1570,37,Male,coneduc,Hardly any,0
1570,37,Male,conmedic,Hardly any,0
1570,37,Male,consci,Only some,0
1572,21,Male,coneduc,Hardly any,0
1572,21,Male,conmedic,A great deal,1
1572,21,Male,consci,A great deal,1
1573,60,Male,coneduc,Only some,0
1573,60,Male,conmedic,Only some,0
1573,60,Male,consci,Only some,0
1575,70,Female,coneduc,A great deal,1
1575,70,Female,conmedic,A great deal,1
1575,70,Female,consci,Only some,0
1576,89,Male,coneduc,Only some,0
1576,89,Male,conmedic,Only some,0
1576,89,Male,consci,Only some,0
1578,51,Female,coneduc,Hardly any,0
1578,51,Female,conmedic,Only some,0
1578,51,Female,consci,Only some,0
1581,35,Male,coneduc,Only some,0
1581,35,Male,conmedic,Hardly any,0
1581,35,Male,consci,A great deal,1
1583,32,Male,coneduc,Only some,0
1583,32,Male,conmedic,A great deal,1
1583,32,Male,consci,Only some,0
1584,62,Male,coneduc,Hardly any,0
1584,62,Male,conmedic,Only some,0
1584,62,Male,consci,Only some,0
1585,41,Female,coneduc,Hardly any,0
1585,41,Female,conmedic,Hardly any,0
1585,41,Female,consci,Only some,0
1586,36,Female,coneduc,A great deal,1
1586,36,Female,conmedic,A great deal,1
1586,36,Female,consci,A great deal,1
1587,20,Male,coneduc,A great deal,1
1587,20,Male,conmedic,Only some,0
1587,20,Male,consci,A great deal,1
